,Actb,Ahcy,Aqp3,Atp12a,Bmp4,Cdx2,Creb312,Cebpa,Dab2,DppaI,Eomes,Esrrb,Fgf4,Fgfr2,Fn1,Gapdh,Gata3,Gata4,Gata6,Grhl1,Grhl2,Hand1,Hnf4a,Id2,Klf2,Klf4,Klf5,Krt8,Lcp1,Mbnl3,Msc,Msx2,Nanog,Pdgfa,Pdgfra,Pecam1,Pou5f1,Runx1,Sox2,Sall4,Sox17,Snail,Sox13,Tcfap2a,Tcfap2c,Tcf23,Utf1,Tspan8
16,0.819992,0.3176101,0.9292977,-0.77558943,-0.23768581,0.414988,-0.64883163,-0.86989003,0.8545887,-0.08504966,0.6450119,0.7986896,0.4795278,0.1374632,-0.3985966,-0.81999204,0.5160804,0.150781,0.9541291,-1.18837351,0.152231,0.7686724,-0.45047226,-0.38907915,0.572373,0.7034764,0.8803186,0.0149347,0.3033452,0.1872713,-0.79381306,1.2596389,0.5034651,0.2091232,1.1183909,0.1841703,0.8988691,0.6536128,0.32725,0.6472804,0.0795652,0.613004,0.8988005,-1.27181051,0.5054665,-0.73585597,1.170374,-0.37421713
16,1.0407015,0.9268045,1.1996486,1.0674327,-0.25541659,1.3972729,-0.66451091,0.5355656,1.3068598,-0.03818939,1.091343,0.984642,-0.60929935,0.2622177,0.4296195,-1.0407015,1.0633104,-0.00309052,1.0260164,0.1197433,0.8281121,0.0132183,-0.46798961,1.2520807,0.6932153,0.6881769,1.3697688,0.8462403,-0.27422364,0.870793,1.3077782,1.3733376,1.5591677,1.4342337,0.3772044,-0.0190805,1.1996058,1.0178653,-0.15425489,0.8733544,-0.49717723,0.3629199,0.2531327,-0.13876024,0.930112,0.7811544,0.7847577,-0.04891342
16,1.2540539,-0.40258146,1.12263,0.6824725,-0.32456665,1.1039517,0.4596935,0.8251835,0.8093616,-1.14070738,1.2637891,0.4254936,0.6138788,0.0277653,0.379641,-1.25405398,0.6709948,0.1683424,0.880679,0.0324297,0.6776422,0.6087823,1.0612743,0.5489149,0.7192589,0.7200507,1.1423694,0.4393381,-0.49621442,-0.33453921,1.0574978,0.5672949,0.4649067,0.917319,-0.74339889,-0.88963085,0.8096972,0.6358836,0.2003316,0.8123144,-0.2064423,0.6202981,0.693801,-1.3610701,0.7617181,0.8825741,1.1604501,-0.49620602
16,1.4232645,0.3795621,0.8852871,-0.63596654,-0.11357033,1.1607969,-0.53907666,1.4323522,1.0656486,0.0164809,1.0020768,0.6824694,0.3393355,0.2148971,-0.732739,-1.42326457,1.1920704,-0.06162861,0.8384842,0.2435699,-0.04510653,0.6334633,-0.32785087,0.8668566,0.8036402,0.3439396,1.46506,0.6566443,0.279771,-0.10614291,1.5676113,-0.84784811,1.1469916,1.2338439,0.4225832,0.3996652,1.2275813,0.9598428,-0.92099924,0.8914403,0.2355693,0.4567015,0.7728953,-1.14429682,0.8764212,-0.6358647,0.6599994,-1.47663527
16,1.9235393,0.8338765,1.2971006,1.6578381,-0.14193958,1.47913,-0.56416351,-0.79050237,1.3839134,-0.35319453,0.7910839,0.9691459,0.6384125,0.8945941,-0.04446278,-1.92353934,1.2403554,0.393296,1.0478952,0.2181696,0.9021136,0.5819551,-0.35587862,0.787701,0.8911468,-0.17114127,1.4390715,0.4962169,0.4133584,0.3973292,1.2542832,1.7997078,0.3252987,0.9696937,-0.61356521,0.3115082,1.073716,1.1048991,0.6046388,1.0632566,0.3112077,0.3441636,0.9536822,0.7611221,1.0570175,0.5668874,1.3064739,-0.14831177
16,0.9671316,0.3537488,1.0927657,-0.90723388,-0.35470898,1.4154633,-0.75231489,1.182428,1.0857495,-0.58228918,0.981789,0.6566427,0.488874,0.5676512,0.4553228,-0.96713168,1.0592867,0.150781,0.394658,0.3229459,0.2854338,0.446746,-0.56608672,0.7613158,0.57654,0.5530319,1.0665696,0.5749721,0.5548038,0.1939398,1.4376948,1.1093942,1.1283772,0.7738582,0.0444268,0.578428,1.0037772,0.9920775,0.4214575,0.7512744,-0.18516901,-0.14558431,-1.60316199,-1.39203771,0.6030861,0.146924,0.5692662,-0.0187927
16,1.0112735,1.0094071,1.0864785,1.0833896,-0.31924741,1.5473442,-0.72095633,0.9178025,1.0991501,-0.5458423,0.9615012,0.4474463,-0.21676078,0.2321046,0.0469265,-1.01127357,1.0029542,0.4635417,1.0041377,0.6626753,0.5518395,0.5476162,-0.53105204,0.7718699,0.6244602,0.6575781,0.9236328,-1.88685913,-0.0659845,0.9774891,-0.0487034,1.9580739,1.1815612,1.206518,0.7805712,0.4559877,1.0492374,0.9050437,-0.89483049,1.1265573,-0.78082107,0.5942477,0.7696669,0.2401375,0.9691598,0.2697704,1.4113843,-0.12120313
16,0.4889278,0.9810124,1.3709756,1.1611795,-0.30683587,0.3308572,-0.70998083,1.5161502,1.0304719,-1.12769064,-0.03462849,0.8903745,1.130254,0.4407457,-0.11443277,-0.48892785,0.3692135,0.6366472,0.7712852,-0.5136773,0.4211034,0.0808229,-0.5187899,0.4011577,0.4317375,0.8577457,1.2723119,0.1476519,-1.04628007,0.8324491,0.5034419,1.3672466,1.4860396,0.2888237,-0.73079368,0.3421182,1.0754645,0.597202,-1.06361892,1.0655173,0.559396,0.6911553,0.2063218,0.3658296,0.9179095,0.4654676,1.2114876,-0.89379945
16,0.805278,0.5912313,0.9638775,1.426463,-0.32633973,1.2290111,-0.72722804,0.9530859,1.2499071,-0.06942957,0.6247241,0.811603,0.3019508,0.8085565,-0.90409407,-0.80527808,1.0914767,0.0136346,0.7447181,0.2308697,0.6258411,-0.4138707,-0.53805897,1.0911309,0.7786384,0.7570244,1.3870945,0.4816326,0.1147513,-1.2231175,1.3039572,1.1459402,0.5965371,1.1700835,0.4200622,0.2943665,0.9478262,0.689071,0.2801463,0.850747,-0.05752928,-0.24353391,0.9407689,0.1709158,0.8471353,-0.8072783,1.1165012,-0.17240834
16,0.7537792,0.3253541,0.9623057,0.9337937,-0.39903594,0.7765234,0.7168337,-0.14511007,0.9165666,-1.19537769,0.4766234,0.6630994,0.2540518,0.5181796,-0.10015318,-0.7537792,0.9164436,0.0847166,0.7087744,0.7880894,0.810845,0.9350011,-0.60988007,0.3747725,0.5338284,0.7557494,1.138038,0.4655898,0.4585423,-0.43790104,1.3249731,-1.17473194,0.9807916,0.9719708,0.2498918,-0.01295849,0.9705563,0.8131747,-0.48528957,0.9163085,0.308844,0.6890712,0.9778948,-0.50490671,0.77148,0.9454257,1.1547793,-0.91789602
16,1.2834819,0.464746,1.0723322,0.6984294,-0.41322057,1.076666,0.406384,1.2221219,0.903166,-0.56536741,0.6754436,0.642438,0.3054557,0.2815762,-0.97406406,-1.28348191,0.8319448,0.3974773,0.7431553,0.1943568,0.4704378,0.739699,-0.62389395,0.691395,0.7734297,0.4268116,1.4455686,0.2759938,-0.79875052,0.4056648,1.523669,1.7448888,0.7122123,1.0220683,-0.2215431,0.1119305,0.8691451,0.6294367,-1.14212517,0.7580566,0.3277535,0.6202981,0.9068713,-1.45215131,0.9813623,0.3454781,1.2710313,-0.43897667
16,0.4889278,0.4389327,0.9214387,0.7383216,-0.18272038,1.2449278,-0.96398519,1.3338527,0.9098663,0.0672462,0.0952132,0.7095875,0.4596672,0.2643687,-1.11971587,-0.48892785,0.8158498,0.4376177,0.8306704,0.0006793,0.1842983,0.2396399,-0.80257083,0.9526086,0.5838322,0.2151694,1.2073406,0.378084,-1.08949951,0.1489274,0.9734342,1.1398492,0.9169708,0.7897983,-0.92491395,0.7143367,0.8411696,0.7035766,-1.27558579,0.5771974,-0.14971353,0.6932393,0.3871088,-1.63795698,0.5762407,0.3369074,0.8287066,-1.0684996
16,0.5477837,-0.010219,1.2483746,-0.88130391,-0.33165896,-0.0647853,0.7920943,1.2280024,-0.23923717,-1.14591408,1.1014869,0.5804539,0.0437633,0.5310852,-0.0230434,-0.54778371,-0.03718515,0.325559,0.8556747,0.7753893,0.2731002,1.3277513,-0.54331418,-1.39831331,0.4129861,0.4880093,1.3676031,-0.1236162,-0.65337603,-0.10447578,-0.95238768,-1.09757924,0.7707147,0.8034612,0.8070422,0.5355739,0.9355869,-1.4110222,0.7734272,0.6902344,-0.99591765,0.5327687,0.6034075,0.2601754,0.9325525,1.1311238,0.9080982,-1.6377811
16,2.1295348,0.6480206,1.1619252,1.0155728,-0.12066264,1.5246061,-0.54534837,-0.19068447,1.3269607,-0.47815524,0.6206666,0.9174925,0.4304605,0.933311,0.6352456,-2.12953484,1.0512392,0.0253422,0.9041205,0.5547239,0.8823799,0.6162939,-0.33485781,0.7797855,0.5744565,0.5326327,1.1098837,0.6537274,0.6491008,-1.02973086,-0.72503371,1.8565572,0.6656763,1.0881058,0.82595,0.4388461,1.1926119,1.0372061,-0.92623299,1.0135203,0.2592063,0.3295754,0.7761236,-1.15158331,0.5445143,-0.64157849,1.2696136,-0.19951699
16,-0.46747981,0.1911248,0.7548271,1.1412334,0.0442336,0.6810235,1.0617779,-0.63613747,0.8964657,-0.86995916,-0.67977974,-0.64114967,-0.4118618,0.8752356,-0.60565065,0.4674798,0.6870898,0.1265295,0.7306532,-0.93595775,1.0081826,-0.77979377,-0.17194653,1.5964076,0.0754609,0.0800244,0.7568732,0.2030723,-1.62777804,0.7324215,-0.24930985,0.7094183,0.1670762,1.2452297,-0.48121047,-0.63495508,0.365586,0.7035766,-0.80454831,0.2968657,0.904496,-0.70723148,-1.23997388,1.0289008,0.7226702,-0.50873295,0.6103797,0.5158499
16,2.026537,1.0352204,0.7878351,-0.83941704,-0.29442432,1.1335112,-0.69900533,0.5767296,1.3604623,-1.11857892,0.2351989,-0.88779479,-0.05320304,0.1159538,0.7409146,-2.02653709,0.8902892,-0.1787048,0.3571515,0.24992,0.5962404,-0.98475361,-0.50652776,0.6663291,0.8828128,0.0558003,0.9106385,0.7616513,-0.02669409,0.0105559,0.2837301,0.4596872,0.9555292,0.6736632,-0.19507215,0.3286498,0.6121202,1.1145695,0.2304257,0.73771,-0.0338923,-0.01012211,0.3467546,0.5388839,0.5738002,0.5811718,1.122172,-0.04288927
16,2.3134593,0.5008847,1.0220344,-0.60604734,-0.08697415,0.9766185,-0.51555774,0.2841713,1.1041754,-0.96628305,-1.48317563,-0.00839515,-0.11745787,-0.12280045,0.4510389,-2.31345939,0.2686198,0.2870911,0.9588174,-0.03742116,-0.56558431,0.9028084,-0.30157486,0.944693,0.8463518,0.5441072,1.5885054,0.672687,-0.56693714,0.2923002,-0.68873349,-0.81739309,1.5897485,0.8763302,0.4616594,0.244166,0.820188,1.0098066,-0.90137268,0.4777249,0.0582919,-0.78434073,0.4193922,0.8685979,0.9569574,-0.614438,1.2596896,-0.42692838
16,1.9456102,-0.13412293,0.60079,-0.93316384,-0.377759,0.9493328,0.7136979,-0.98603125,1.2783835,-1.1797576,-0.59051353,0.2033839,0.1933018,-0.01095158,0.2968194,-1.94561029,1.1055598,-0.54414976,0.8775534,-0.11997222,0.1497642,0.6495596,-0.58885926,0.0555115,0.5838322,0.3426647,1.2723119,0.6785207,-0.23689775,-0.14448681,1.1797722,-1.15036793,0.2229194,0.4436704,-0.78121453,-0.30436634,0.5684084,1.0033597,-1.11595642,0.5952834,-0.5468149,-0.95523152,0.122385,-1.41571883,0.503026,-0.84870326,1.015844,-0.79741317
16,1.3055528,0.8442018,1.4291325,-0.76761098,-0.2305935,1.3790824,0.9818136,1.2912185,1.2197557,-1.07171865,0.3082349,0.646312,0.8744029,0.5934625,-0.82698429,-1.30555285,0.8339567,0.4819394,0.8041033,0.3610464,-0.11910811,0.8545195,-0.44346533,0.0964086,1.036991,0.6779773,1.4304087,0.9337461,-0.24279131,0.8607903,0.6429112,0.9185427,1.4767324,0.7738582,0.2208998,-0.01418289,1.0457405,0.1668682,-1.00735611,1.1627291,-0.5491786,0.5213065,0.5759666,-1.26452402,0.8520163,1.0268472,1.1108303,-0.23867392
16,-0.15848656,0.4440954,0.9308695,-0.02362041,-0.87422093,0.4399999,0.4565577,-0.53028725,0.6686551,-1.54422636,0.5537169,0.4254936,0.3334941,0.2858781,-0.12014461,0.1584865,0.0271948,0.0027632,0.6900212,0.3086583,0.0658958,0.6774599,-0.11589104,1.9869087,0.7130085,0.2279189,0.9431241,1.3989856,-0.24868487,-0.67796722,-0.04297179,-1.71886155,1.1509804,0.2797151,0.4616594,0.1584578,0.7362615,0.2974189,-0.77837956,0.111485,0.167022,0.2493401,0.6582892,-1.92213036,0.3175486,0.6140261,1.0838939,-1.64079317
16,1.4821204,1.0816844,0.3194365,-0.25699011,0.2233145,0.4377261,-0.24117031,1.699918,0.2180591,-0.73849007,0.9858465,1.204169,0.7786048,-0.28412094,-0.46142679,-1.48212042,-0.43352454,0.7077292,1.2666828,0.9071535,0.1324972,1.7237209,0.0049786,-0.98538483,0.9286496,1.0222146,1.2138378,0.6799792,-0.31351404,1.3609281,1.1129034,-0.46208458,1.7107421,-0.4922411,0.7503187,-0.5112904,1.3604649,-0.90654854,0.7328657,1.2622017,1.3370529,0.6171721,1.1667526,0.4040837,1.4377342,1.4468105,1.3376635,-1.19048849
16,2.2251756,1.1926817,1.3929809,-0.39461839,0.1009721,1.2813087,-0.34935735,1.4220612,0.8294626,-0.82830559,0.8093429,0.5313831,0.8568789,0.5310852,0.622394,-2.22517561,1.0934886,0.6918402,1.1994837,0.2229321,0.7615106,1.250489,-0.11589104,-0.09224558,1.0672016,0.8449961,1.6751338,1.0139598,0.3721034,0.2422864,1.4281421,1.3956713,1.2307564,1.0812744,0.3255231,0.5502667,1.383195,1.0355944,-0.76267831,1.2011617,1.0274083,0.5306847,1.1554534,-0.92388028,1.3816029,1.4682372,1.4411561,0.1784979
16,2.2251756,0.8158072,0.5379177,-0.58211199,-0.06569721,0.994809,-0.4967426,1.0104214,1.0137211,-0.95066296,1.109602,0.6811781,0.6138788,0.6859529,0.7451985,-2.22517561,0.3651898,-0.82178759,0.5649997,-1.03438402,0.8848466,0.9392934,-0.28055405,1.1267509,0.9526097,0.4472108,1.159695,0.7951952,0.2385161,0.7490928,1.3784681,-0.79302908,0.9887692,0.4983222,0.7994791,0.2955909,1.2852807,1.0452648,0.6137978,0.5229397,-0.31044504,0.2118275,0.6130925,-1.09511296,0.8398138,-0.59729664,1.1831334,-0.02029874
16,2.1368918,0.8829218,1.2798108,-0.55019819,-0.03732796,0.8811186,-0.47165575,1.4749863,0.9266171,-0.92983617,0.7200767,0.7199181,0.5905134,0.6773491,-0.67133676,-2.13689182,0.5543061,0.3840971,1.1682284,-1.00898369,0.5543062,0.8770543,-0.2525263,-1.1793161,1.2130458,0.8985441,1.2809748,0.462673,0.1599353,1.5826559,-0.63523844,-0.76054373,1.3477612,0.7943526,0.6406534,0.7461712,1.2398205,0.8647503,0.3442597,1.3096772,0.512122,1.0579453,0.7293127,0.5370623,1.2400544,1.2539702,0.6897713,-0.17692645
16,1.6586879,0.9577804,1.3536857,-0.5362359,0.8828996,0.8742972,-0.46068025,1.4676356,0.9651439,-0.21001037,0.5882062,1.1421849,0.3860663,0.9634241,0.8808546,-1.65868799,0.8259092,0.6859864,1.3667,0.408672,0.8971802,1.3588709,-0.24026417,-1.17008127,1.3849337,0.9278681,0.8716557,0.472882,-0.29779788,1.6610109,-0.62186468,1.0647268,1.4368444,1.0425627,-0.20515632,-0.68270679,1.1646364,0.5955902,0.4842625,1.311938,0.6657624,0.613004,1.189351,0.0324724,1.1546372,0.335479,1.0257679,-0.25674634
16,0.4889278,0.5318607,0.8302739,-0.90523926,-0.3529359,1.1767136,-0.75074696,-0.36269107,0.6385037,-1.16153417,-1.78749226,-0.93040887,0.3872345,0.0277653,0.1882945,-0.48892785,0.9687523,0.2837461,0.7806618,-0.00249571,0.450704,0.3877261,-0.56433499,0.3325562,0.9463592,0.5135084,0.951787,0.9906249,-0.04437477,1.1625401,-0.39068963,0.871845,0.8531499,0.4072359,-0.46356318,-0.90922129,0.8656482,0.5810846,0.297156,0.7716211,0.3135714,0.1597266,0.1062433,0.2492457,0.498145,0.9511395,0.8797441,-0.02331081
16,0.5036418,0.1446609,0.682524,-0.94114229,-0.38485131,-0.06933291,-0.77896967,0.3370964,0.1761821,-1.1849643,0.4806809,0.2240452,-0.68056379,0.1353123,-0.18011888,-0.50364181,0.0110998,0.2017928,0.502489,-1.32013771,0.0214948,0.3340717,0.2029245,-1.43789112,0.7984315,0.3324651,0.8348387,0.4451718,-0.27225912,0.8791287,-0.55499586,0.7703283,1.0020652,0.2250633,0.973431,0.2711029,0.8341757,0.6971297,0.1584616,0.2923442,-0.70754641,-0.11953389,0.6163208,-1.42300532,0.3565965,-0.85441704,0.6188859,-0.62271302
16,0.5845686,0.441514,0.8412765,-1.03887832,-0.47173215,1.0834874,-0.85579815,0.747266,0.9115414,-1.24874633,0.1297024,0.450029,0.5986913,0.1331613,-0.05017462,-0.58456862,0.7977429,0.3882784,0.738467,0.2562701,0.433437,0.6205862,-0.68170117,0.4948252,0.759887,0.3694387,0.646422,0.9774991,-0.01490697,0.3473154,0.0086127,-1.25797565,1.3304764,0.4413932,-0.84802216,0.0396908,0.8708936,0.7954456,0.0681794,0.6337159,-1.04555532,-0.26229022,0.2466761,0.3421485,0.3297511,0.6983044,1.2270823,-0.09409449
16,-0.20998543,0.3640741,0.812984,0.9517452,-0.34407051,0.5741546,-0.74290732,1.0236527,0.4391694,-0.34538448,-0.48704587,0.1220297,0.6594413,-0.07763071,-0.03018319,0.2099854,0.3470829,0.247787,0.7853501,-0.81689372,0.3495685,1.3309706,-0.55557631,-1.40754814,0.9369835,0.7238756,0.4385139,0.2978703,-0.41174005,1.1308647,0.88746,0.8007833,0.7507707,0.5506968,0.2864469,0.0421396,0.7694824,0.995301,-1.09109611,0.5252004,0.2402967,-0.13724818,0.3854946,-1.38110797,0.632372,0.7268734,0.2205102,-0.10614277
16,1.9823952,0.9371298,1.2562337,1.7136873,0.0566451,1.6428441,-0.38855556,1.2618157,1.2499071,-0.86084744,-0.02854216,0.9252405,0.8253356,-0.00019688,0.4610346,-1.9823952,1.2443792,0.5806179,1.3698255,0.8150773,1.277055,1.311655,-0.15968439,-0.16480489,0.9494845,0.8794199,1.1835178,1.0591712,-0.08955874,0.0305614,1.2657464,1.5235824,1.6522397,1.0334541,-0.47238682,0.4633341,1.2555568,0.5375677,-0.14117052,1.3390669,0.6421255,0.6171721,0.7373835,-0.96942089,1.3547575,1.4039571,1.3801947,-0.11517899
16,0.9450607,1.7605747,0.9780238,1.8034449,0.3811185,1.2085469,-0.1016247,-0.3568105,1.4358408,-0.62264107,-0.94757837,1.2467831,0.6092057,1.1935747,1.0165107,-0.94506073,1.9223811,0.7369982,1.2682455,1.3405466,1.3288561,0.7590146,1.8740789,0.7995744,1.0067804,0.8934443,1.5668484,0.6697701,-1.2545192,-0.55793413,2.184715,2.5204765,0.2840811,1.627792,0.617964,-0.40231856,1.3097593,1.4965512,0.6975378,1.7346964,0.8099481,0.12013,1.4621456,1.5535286,1.630533,-0.23732808,1.3504229,0.1965704
16,1.3055528,1.0300577,0.7061011,1.9969223,0.2481376,1.5700823,-0.21921931,-0.46707115,1.397314,-0.72026663,-1.09973668,1.0569568,0.4771913,0.8902922,-0.44143537,-1.30555285,1.4978754,0.0638101,1.2072976,1.0468553,0.9563815,0.6141477,0.0295028,0.5396801,0.9994882,0.8947193,1.413083,0.367875,0.2011902,-0.6829686,1.552327,2.1245613,1.1762428,1.3977992,0.175521,-0.49414877,1.1541456,1.4046822,-0.654078,1.0180418,-0.30808134,0.2962308,1.2216344,-0.77268547,1.3059476,1.1439798,1.2809552,-1.16940399
16,1.9971091,1.195263,1.3379676,2.3559526,0.2516838,1.9066058,-0.21608346,-0.46413086,1.5011688,-0.71766329,-1.09567913,1.1990037,0.7786048,0.752632,-0.43857945,-1.99710916,1.8117279,0.3949685,1.372951,-0.75021786,0.793578,0.7794033,0.0330063,1.2494421,1.0099057,0.8156722,1.5516884,0.5662216,-0.12884914,-0.67963434,1.1778617,1.1784255,1.325158,1.4296794,-0.33372949,0.8331037,1.2485629,1.2564024,0.6465088,1.2350728,1.3086885,0.613004,1.0505324,-0.76904222,1.3694004,-0.34160468,1.6070279,0.475187
16,1.0995573,1.2520523,1.1336327,0.0342233,0.4821839,1.3563444,-0.0122528,-0.27301241,1.6418754,-0.54844565,-0.83193805,1.1912557,-0.12329922,1.5699892,-0.25294479,-1.09955736,1.5582317,0.6508636,1.6417472,0.9992297,0.7689108,0.7085795,0.2607318,-0.79277282,1.0265736,1.2032579,1.9198589,0.4291291,-0.23493323,0.1539287,1.3115993,1.5357644,0.9821212,1.5298743,0.5990562,0.6200577,1.356968,0.995301,-0.21967676,1.4114105,-0.09534846,0.3900124,1.208721,-0.53223107,1.491425,-0.15590661,1.4595863,-0.3139757
16,1.2687679,0.7796685,1.0911939,1.3726085,0.2321799,1.4404752,-0.23333067,0.7869599,1.4257903,-0.7319817,-1.11799568,1.3294286,-0.01932323,1.0946315,-0.454287,-1.26876794,1.4194123,0.7436883,1.5526694,0.9436664,0.5493728,0.8105228,0.0137372,-0.44844587,0.9380253,1.1280357,1.6188254,0.188488,-0.60229851,0.4356731,1.4128578,1.2697906,0.6643467,1.3727505,-0.34759522,0.5943452,1.2782869,1.2354498,0.3285585,1.4814935,-0.07880257,0.7578444,1.4556889,1.20742,1.5817232,0.6597364,1.5914331,-0.28536102
16,1.1142713,1.117823,1.1902177,1.0075943,-0.05683182,1.4063681,-0.48890296,-0.71993556,0.968494,0.4720668,0.1418751,0.7315402,-0.47845316,0.6192738,0.5495681,-1.11427132,1.4334954,0.2193542,1.1260336,0.2816704,1.1389187,0.6763868,-0.27179538,0.2441658,1.126581,0.7978229,1.3134604,-0.15132638,-0.12884914,-0.13948544,1.3039572,1.6535238,-0.54425982,1.1883007,0.5612405,0.5098614,1.0107711,0.8921498,-0.87912924,1.076821,0.4246652,0.6546847,0.62762,-0.1278305,1.1888041,-0.59015441,1.0342742,-0.19048077
16,1.3864796,0.619626,1.0157471,-0.39062916,0.1045183,1.4995942,-0.3462215,-0.58615264,1.0438725,-0.82570224,-1.03278703,0.2317932,-0.37214063,0.5956134,-0.55710004,-1.38647966,1.6849798,0.2419332,0.8119172,0.8007896,0.7269766,1.0165558,-0.11238757,-1.07377527,0.7046745,0.8092974,1.5885054,0.2964118,0.0931416,-0.81800582,1.2294462,1.9113762,1.225438,1.6232377,-0.43835275,0.408236,1.1523971,1.3772826,0.129676,1.1197751,-0.00316421,-0.6718029,-1.18509212,-0.92023704,1.1717206,0.671164,1.1746272,0.2839204
16,1.3644087,0.2763088,1.7686428,1.6339028,0.5637455,1.8111059,1.518045,-0.20538589,1.4509165,0.1726818,0.2351989,1.1086102,-0.06955882,1.0107448,0.8551513,-1.36440871,1.5703029,-0.52491582,0.9947611,0.5864743,1.19812,-0.46537894,0.3413115,0.9486508,0.9807368,0.7468248,1.5343627,0.8608246,-1.05217363,-0.38622012,0.0124337,-0.07226038,1.0539196,1.7029382,-0.11187775,0.5416959,1.3115078,0.988854,0.4633275,1.6058342,1.6632433,0.5400628,1.1280125,0.6663976,1.4572581,-0.09019807,1.3660176,0.2613299
16,2.2987454,1.094591,1.0849067,0.3314206,0.7463726,1.5086895,0.2213684,-0.05396127,0.8462133,-0.3544962,0.7687674,1.2235391,0.5227538,1.1290465,0.9422568,-2.29874543,1.7050986,0.6132319,1.2869988,-0.30729964,1.7580653,-0.35485085,0.5217401,-0.59620303,1.0734521,0.822047,1.9263561,-1.01034217,0.2385161,-0.21450612,2.1694307,0.136864,0.6935979,1.6596722,0.0179559,0.9518708,1.0684706,1.644831,-0.28640707,1.2961128,1.9114316,0.3014409,0.9714381,0.7629437,1.4108888,0.0569319,1.5857623,0.5791034
16,2.9976587,1.4327455,1.334824,1.6857627,0.4077146,1.797463,-0.07810578,-0.33475838,1.6385252,-0.60311596,-0.91714671,1.2609878,0.6757971,1.539876,0.6409575,-2.99765872,1.7473479,0.2912724,1.4260852,1.2341827,1.3263894,1.0283597,0.1871589,0.2362502,1.318262,0.9712165,1.7292765,0.7003972,0.0008091,-0.53292723,1.903866,1.6860091,1.5192796,1.1837464,0.3419098,0.5172078,1.3779496,1.2467319,-0.53631863,1.6917423,1.46942,0.4567015,1.2958861,-0.60873929,1.5402348,-0.21590138,1.8253548,0.7914545
16,1.8058276,1.4275829,1.0644732,0.169857,0.6027533,1.6928679,1.6811096,-0.17304276,1.4207651,-0.45993181,-0.51950631,0.8606737,0.9912299,1.2817632,-0.15584358,-1.80582763,1.8318467,0.590653,1.4104575,0.4118471,1.3757238,0.3587527,0.3798497,0.5317645,0.8140577,1.0222146,1.8938704,-1.12847507,-1.0010961,-0.34954334,1.8847606,-0.02759303,0.6204699,1.5389829,0.8587236,-0.24926822,1.2485629,1.7076887,0.1780882,1.415932,1.0439542,-0.37899612,-0.08584278,-0.40836063,1.6769023,-0.05877224,1.4680926,-0.09108242
16,1.8352555,0.8442018,1.196505,-0.30486081,0.1807606,1.8111059,-0.27880058,-0.52293654,1.0120461,0.0242909,0.3975011,-0.54171682,0.7365471,0.3525572,0.2354171,-1.83525556,1.9082979,-0.70554765,0.9603802,0.6817256,0.8675796,-0.06833631,-0.037063,0.336514,0.8890633,0.361789,1.5603512,0.0878562,0.1540417,0.0305614,1.1816828,0.9063607,0.9103227,1.5845261,-0.38415034,0.9481976,1.1331639,-0.39079272,-0.70379862,0.9276122,-0.01498271,-0.62699617,1.3507679,1.0015765,1.0960654,0.5697442,1.2015636,0.2703661
16,2.6150956,0.611882,0.9701647,1.673795,0.1488452,1.38363,-0.30702329,-0.5493991,1.31021,-0.22823381,-0.68586607,0.8012723,0.2084893,0.9591223,-0.52140107,-2.61509566,1.4093529,-0.03486834,1.1916699,-0.70576728,1.1043846,0.5154236,-0.06859422,0.463163,1.0932452,0.6830771,1.1488665,-0.39050905,-0.09741682,0.0305614,1.8083391,1.5682497,0.131177,1.2156266,0.0847635,0.137643,1.017765,-0.97424149,-0.7273505,1.0587351,-0.11425805,0.308735,0.9407689,-0.87469643,0.9593979,0.2069188,1.3490052,0.1468712
16,2.3576012,0.7125539,1.5690233,-0.25898472,0.2215414,1.4131895,-0.24273824,1.4191209,0.6050021,-0.73979175,0.8134005,-0.51201609,-0.29503484,0.681651,0.3196667,-2.35760128,0.9043723,0.5312786,1.2619945,1.0801932,0.7072428,1.286974,0.0032268,-0.98670409,1.1422072,0.7965479,1.5495227,0.862283,0.8553754,-0.2645199,1.7032595,0.4860815,1.2759628,1.1678063,0.6507376,0.6286285,1.3377348,0.6487775,0.0302347,1.4543646,0.8997686,-0.60302978,0.3515971,0.4022621,1.3230311,0.8168655,1.1547793,0.0339185
16,1.3129098,1.3010976,0.4436093,1.4563822,0.2073568,1.9725462,-0.25528166,-0.50088441,1.3219355,-0.75020514,-0.61891641,1.0530828,0.5601384,1.038707,-0.47427843,-1.31290984,1.5401248,0.6516998,1.4057692,0.9563666,1.0229829,0.7826226,-0.01078699,0.4803134,1.1130384,1.1943332,1.852722,-0.11486561,-0.07973614,0.1155848,1.1644879,1.8057988,1.5791117,1.1996865,0.4616594,0.3298742,1.271293,0.9356667,-0.68417206,1.4091498,0.8146755,0.6286343,0.6615176,-0.81458283,1.4450557,-0.37731585,1.3107271,-1.20404281
